pid,sentence1,sentence2,label,clean_sentence1,clean_sentence2
66131,search some cafe nearby,Cafe near by,1,search some cafe nearbi,cafe near by
48309,your name,whats your name,1,your name,what your name
69411,Hi Please help me with flight bookings .,Hi can you help me to travel to kochi this friday .,0,hi pleas help me with flight book,hi can you help me to travel to kochi thi friday
37446,how much is the cost for the test,Liver function test charge,0,how much is the cost for the test,liver function test charg
3870,How do i make payment for train booking,How to make payment,0,how do i make payment for train book,how to make payment
72495,How to get connected to Wifi?,"Got Connected, thanks",0,how to get connect to wifi,got connect thank
1240,invite code not working,How do I get my invite code?,0,invit code not work,how do i get my invit code
42397,Process for termination of your connection,What is the process of termination ?,0,process for termin of your connect,what is the process of termin
41190,please send your pics,Send me your mobile number,0,pleas send your pic,send me your mobil number
62313,schedule a reminder medicine,schedule a reminder,0,schedul a remind medicin,schedul a remind
4852,Interest Rates,Interest,0,interest rate,interest
17412,set another reminder,Show more reminders for Haptik,0,set anoth remind,show more remind for haptik
21298,i would like to book a Electrical service,electric service,1,i would like to book a electr servic,electr servic
16057,getting cheap on paytm,I HAVE GOT CHEAPEST FARE IN TRAIN,0,get cheap on paytm,i have got cheapest fare in train
59341,I want to buy premium,how to buy,0,i want to buy premium,how to buy
51774,Saral Nivesh,what are the benefits of saral nivesh,0,saral nivesh,what are the benefit of saral nivesh
9838,want reminder for medicine,Medicine Reminder,1,want remind for medicin,medicin remind
28664,what can you remind me about?,remind me about,0,what can you remind me about,remind me about
44714,Still not received cashback,still not got amazon cashback,0,still not receiv cashback,still not got amazon cashback
11482,early repay fully or partially,early repay fully,1,earli repay fulli or partial,earli repay fulli
47656,Show for 21st Jan,I need 2 tickets,0,show for 21st jan,i need 2 ticket
29442,all available resorts,check availability of resorts,0,all avail resort,check avail of resort
58063,i am not getting the login page,how to see login page,0,i am not get the login page,how to see login page
21281,how to pay,Is the registration amount paid to book a tour refundable?,0,how to pay,is the registr amount paid to book a tour refund
59232,Your fares are not competitive,fare not cheapest,0,your fare are not competit,fare not cheapest
12864,home loan please,give me a home loan,1,home loan pleas,give me a home loan
1911,I gave the correct order ID,Can you tell me where is my order ID?,0,i gave the correct order id,can you tell me where is my order id
860,change address,i want to change my address,1,chang address,i want to chang my address
26572,I want to book flight,I want to book home collection,0,i want to book flight,i want to book home collect
30142,Event companies seeking opportunities,Videographers seeking opportunities,0,event compani seek opportun,videograph seek opportun
50011,Will you collect sample from my place?,I want someone to pick up samples from my home,0,will you collect sampl from my place,i want someon to pick up sampl from my home
63061,any offer on flight booking,any offers on trains,0,ani offer on flight book,ani offer on train
22937,Mutual Fund,Benefits of mutual funds,0,mutual fund,benefit of mutual fund
31139,I want to check the live status of a train,I want to check flight bookings,0,i want to check the live statu of a train,i want to check flight book
18697,I would like to change my  exercise reminder,prepare a reminder exercise,0,i would like to chang my exercis remind,prepar a remind exercis
63397,not able to add referral code,any referral code,0,not abl to add referr code,ani referr code
62720,earn by inviting friends,How to invite friends?,0,earn by invit friend,how to invit friend
55336,Cash back not credited,Cash back is not come in my wallet,0,cash back not credit,cash back is not come in my wallet
13417,any discount on flight booking,Tutorial for flights offers,0,ani discount on flight book,tutori for flight offer
74309,And back to kochi on night 03 dec,I want to know the flight prices to Delhi,0,and back to kochi on night 03 dec,i want to know the flight price to delhi
10080,please show me return flights from,i want flights from mumbai to delhi,0,pleas show me return flight from,i want flight from mumbai to delhi
31275,Not received in my bank account,Email not received,0,not receiv in my bank account,email not receiv
63398,flight tickets from mumbai to delhi,And back to kochi on night 03 dec,0,flight ticket from mumbai to delhi,and back to kochi on night 03 dec
18315,suggest Flight Tickets,I want to book flight tickets Can you help me,0,suggest flight ticket,i want to book flight ticket can you help me
73830,available resorts,what are the amenities available at the resort,0,avail resort,what are the amen avail at the resort
39534,set a reminder phone,schedule a reminder,0,set a remind phone,schedul a remind
71818,last fund credidted to my account,I want to check last fund transferred out of my account,0,last fund credidt to my account,i want to check last fund transfer out of my account
13509,I would like to cancel,I need to cancel a reminder,1,i would like to cancel,i need to cancel a remind
25391,Looking train,I want train enquire,1,look train,i want train enquir
41221,I want to book flight tickets for Guru Nank Jayanti,I want to book the seats,0,i want to book flight ticket for guru nank jayanti,i want to book the seat
55625,Please help me find my order ID,Can you tell me where is my order ID?,0,pleas help me find my order id,can you tell me where is my order id
56085,water reminder,Drink Water Reminder,1,water remind,drink water remind
38746,Your price is not good,Your price is high in comparison with makemytrip,0,your price is not good,your price is high in comparison with makemytrip
56158,Are you are girl or a guy?,do you have babies,0,are you are girl or a guy,do you have babi
11861,key features of mylife,important features of mylife,1,key featur of mylif,import featur of mylif
64690,found cheaper on yatra,What if I find cheaper tickets elsewhere,0,found cheaper on yatra,what if i find cheaper ticket elsewher
55599,modify address,How can i change my address,1,modifi address,how can i chang my address
10373,Do u have any offer for flight,I want to know about the flight offers,1,do u have ani offer for flight,i want to know about the flight offer
1738,do not give me updates,No need of help now,0,do not give me updat,no need of help now
61859,transfer to bank account,How to transfer shares,0,transfer to bank account,how to transfer share
60754,Bill amount,Amount,0,bill amount,amount
25879,I would like to buy my dream car,I would like to buy my dream home,0,i would like to buy my dream car,i would like to buy my dream home
24205,i don't know my lab ID,I don't have lab ID,0,i do n't know my lab id,i do n't have lab id
11817,May I please know the Premium for Total Secure,Need your help to know the Premium for Total Secure,1,may i pleas know the premium for total secur,need your help to know the premium for total secur
24942,Sxr to dehli air price,I wanna fly to hyderabad,0,sxr to dehli air price,i wan na fli to hyderabad
9779,money,Money's the goal,0,money,money 's the goal
24667,i want to pay my bill,pay my bill.,1,i want to pay my bill,pay my bill
47200,I want to know about offers,know about times card,0,i want to know about offer,know about time card
67610,today's IPL match,Who won yesterday in Ipl match,1,today 's ipl match,who won yesterday in ipl match
8142,Can you help me link new savings bank account,I want to link new savings bank account,1,can you help me link new save bank account,i want to link new save bank account
